sel1	gols1	gols2	sel2	data	peso
Bahrain	0	0	Palestine	736775	1
Algeria	4	1	Tanzania	736775	1
Denmark	1	0	Panama	736775	1
China	0	6	Wales	736775	1
Philippines	3	2	Fiji	736775	1
Burkina Faso	2	0	Guinea-Bissau	736775	1
Belize	4	2	Grenada	736775	1
Slovakia	2	1	United Arab Emirates	736775	1
Dominican Republic	4	0	Turks and Caicos Islands	736775	1
Thailand	1	1	Gabon	736775	1
Antigua and Barbuda	3	2	Bermuda	736775	1
Faroe Islands	1	1	Latvia	736775	1
Gambia	1	1	Central African Republic	736776	1
Greece	0	1	Suisse	736776	1
Turkey	1	0	Ireland	736776	1
Finland	0	0	FYR of Macedonia	736776	1
Guadeloupe	0	1	Trinidad and Tobago	736776	1
Japan	1	1	Mali	736776	1
Curacao	1	1	Bolivia	736776	1
Tunisia	1	0	Iran	736776	1
Mexico	3	0	Iceland	736776	1
France	2	3	Colombia	736776	1
Uruguay	2	0	Czech Republic	736776	1
Argentina	2	0	Italy	736776	1
Senegal	1	1	Uzbekistan	736776	1
Cyprus	0	0	Montenegro	736776	1
Norway	4	1	Australia	736776	1
Hungary	2	3	Kazakhstan	736776	1
Bulgaria	0	1	Bosnia and Herzegovina	736776	1
Portugal	2	1	Egypt	736776	1
Russia	0	3	Brazil	736776	1
Saudi Arabia	1	1	Ukraine	736776	1
Netherlands	0	1	England	736776	1
Tahiti	4	3	New Caledonia	736776	1
Serbia	1	2	Morocco	736776	1
Azerbaijan	0	1	Belarus	736776	1
Austria	3	0	Slovenia	736776	1
Poland	0	1	Nigeria	736776	1
Singapore	3	2	Maldives	736776	1
Germany	1	1	Spain	736776	1
Scotland	0	1	Costa Rica	736776	1
Peru	2	0	Croatia	736777	1
Kenya	2	2	Comoros	736777	1
Botswana	1	0	Lesotho	736777	1
Georgia	4	0	Lithania	736777	1
Armenia	0	0	Estonia	736777	1
Mauritania	2	0	Guinea	736777	1
Togo	2	2	Cote dIvoire	736777	1
Northern Ireland	2	1	South Korea	736777	1
Sweden	1	2	Chile	736777	1
Uganda	3	1	São Tome e Ptincipe	736777	1
Kosovo	1	0	Madagascar	736777	1
Canada	1	0	New Zealand	736777	1
Zambia	0	2	South Africa	736777	1
Qatar	2	2	Syria	736777	1
Angola	4	2	Zimbabwe	736777	1
Israel	1	2	Romania	736777	1
Barbados	0	0	Bermuda	736778	1
United Arab Emirates	0	1	Gabon	736778	1
Martinique	0	0	Trinidad and Tobago	736778	1
Faroe Islands	3	0	Liechtenstein	736778	1
Thailand	2	3	Slovakia	736778	1
Dominican Republic	2	1	St. Kitts and Nevis	736778	1
Kuwait	1	3	Cameroon	736778	1
Congo	2	0	Guinea-Bissau	736778	1
Gibraltar	1	0	Latvia	736778	1
Portugal	0	3	Netherlands	736779	1
China	1	4	Czech Republic	736779	1
Wales	0	1	Uruguay	736779	1
Albania	0	1	Norway	736779	1
Nicaragua	3	3	Cuba	736779	1
Jamaica	1	1	Antigua and Barbuda	736779	1
Finland	5	0	Malta	736779	1
Bulgaria	2	1	Kazakhstan	736779	1
Colombia	0	0	Australia	736780	1
Belgium	4	0	Saudi Arabia	736780	1
Cote dIvoire	2	1	Moldova	736780	1
Senegal	0	0	Bosnia and Herzegovina	736780	1
Japan	1	2	Ukraine	736780	1
Kenya	2	3	Central African Republic	736780	1
Morocco	2	0	Uzbekistan	736780	1
England	1	1	Italy	736780	1
Slovenia	0	2	Belarus	736780	1
Denmark	0	0	Chile	736780	1
Seychelles	0	0	Swaziland	736780	1
Tanzania	2	0	DR Congo	736780	1
Curacao	1	0	Bolivia	736780	1
Namibia	2	1	Lesotho	736780	1
Iraq	1	1	Syria	736780	1
Poland	3	2	South Korea	736780	1
Uganda	0	0	Malawi	736780	1
Laos	2	2	Bangladesh	736780	1
Luxembourg	0	4	Austria	736780	1
Nigeria	0	2	Serbia	736780	1
Kosovo	2	0	Burkina Faso	736780	1
Romania	1	0	Sweden	736780	1
North Korea	2	0	Hong Kong	736780	2.5
Germany	0	1	Brazil	736780	1
Spain	6	1	Argentina	736780	1
Yemen	2	1	Nepal	736780	2.5
Myanmar	1	0	Macau	736780	2.5
Lebanon	2	1	Malaysia	736780	2.5
Afghanistan	2	1	Cambodia	736780	2.5
Jordan	1	1	Vietnam	736780	2.5
Russia	1	3	France	736780	1
Bahrain	4	0	Turkmenistan	736780	2.5
Taiwan	1	0	Singapore	736780	2.5
Philippines	2	1	Tajikistan	736780	2.5
Oman	1	0	Palestine	736780	2.5
Maldives	7	0	Bhutan	736780	2.5
Kyrgyzstan	2	1	India	736780	2.5
Tunisia	1	0	Costa Rica	736780	1
Hungary	1	0	Scotland	736780	1
Mongolia	0	2	Mauritius	736780	1
Armenia	0	1	Lithania	736780	1
Georgia	2	0	Estonia	736780	1
Azerbaijan	1	1	FYR of Macedonia	736780	1
Egypt	0	1	Greece	736780	1
Montenegro	2	2	Turkey	736780	1
Suisse	6	0	Panama	736780	1
Iran	2	1	Algeria	736780	1
USA	1	0	Paraguay	736781	1
Iceland	1	3	Peru	736781	1
Mexico	0	1	Croatia	736781	1
Malaysia	7	0	Bhutan	736785	1
Antigua and Barbuda	0	0	Dominica	736785	1
Zimbabwe	0	1	Botswana	736802	1
Trinidad and Tobago	0	1	Panama	736802	1
Swaziland	1	0	Namibia	736803	1
St. Kitts and Nevis	1	3	Jamaica	736810	1
Antigua and Barbuda	0	2	Jamaica	736813	1
Iraq	0	0	Palestine	736822	1
Saudi Arabia	2	0	Algeria	736823	1
Kuwait	2	0	Palestine	736825	1
Saudi Arabia	2	0	Greece	736829	1
Iran	1	0	Uzbekistan	736832	1
Jordan	3	0	Cyprus	736834	1
Kenya	0	1	Swaziland	736839	1
China	1	0	Myanmar	736840	1
Kuwait	1	1	Egypt	736840	1
Cameroon	0	1	Burkina Faso	736841	1
Niger	3	3	Central African Republic	736841	1
Comoros	1	1	Seychelles	736841	1
Madagascar	2	1	Mozambique	736841	1
South Korea	2	0	Honduras	736842	1
Bosnia and Herzegovina	0	0	Montenegro	736842	1
Italy	2	1	Saudi Arabia	736842	1
Mexico	0	0	Wales	736842	1
France	2	0	Ireland	736842	1
Botswana	2	1	Angola	736842	1
Kenya	1	0	Equatorial Guinea	736842	1
Nigeria	1	1	DR Congo	736842	1
Portugal	2	2	Tunisia	736842	1
Mauritius	1	0	Malawi	736842	1
Turkey	2	1	Iran	736842	1
Seychelles	1	1	Madagascar	736843	1
USA	3	0	Bolivia	736843	1
Malta	1	1	Armenia	736843	1
Azerbaijan	3	0	Kyrgyzstan	736843	1
Mozambique	3	0	Comoros	736843	1
Albania	0	3	Kosovo	736843	1
Malawi	1	1	Botswana	736844	1
Panama	0	0	Northern Ireland	736844	1
Estonia	2	0	Lithania	736844	1
Austria	1	0	Russia	736844	1
Argentina	4	0	Haiti	736844	1
Peru	2	0	Scotland	736844	1
Angola	1	0	Mauritius	736844	1
Japan	0	2	Ghana	736844	1
Romania	3	2	Chile	736845	1
Slovakia	1	1	Netherlands	736845	1
Morocco	0	0	Ukraine	736845	1
Luxembourg	0	0	Senegal	736845	1
Mozambique	2	1	Seychelles	736845	1
Madagascar	1	0	Comoros	736845	1
Egypt	0	0	Colombia	736846	1
France	3	1	Italy	736846	1
Australia	4	0	Czech Republic	736846	1
South Korea	1	3	Bosnia and Herzegovina	736846	1
Botswana	6	0	Mauritius	736846	1
Tunisia	2	2	Turkey	736846	1
Angola	0	0	Malawi	736846	1
Algeria	2	3	Cape Verde	736846	1
Georgia	1	0	Malta	736846	1
Sweden	0	0	Denmark	736847	1
Niger	2	1	Uganda	736847	1
Iceland	2	3	Norway	736847	1
England	2	1	Nigeria	736847	1
Latvia	1	0	Estonia	736847	1
Ireland	2	1	USA	736847	1
Zambia	4	3	Namibia	736847	1
Mexico	1	0	Scotland	736847	1
Belgium	0	0	Portugal	736847	1
Thailand	0	2	China	736847	1
Austria	2	1	Germany	736847	1
Lesotho	1	0	Swaziland	736847	1
Montenegro	0	2	Slovenia	736847	1
Saudi Arabia	0	3	Peru	736848	1
Croatia	0	2	Brazil	736848	1
Albania	1	4	Ukraine	736848	1
Costa Rica	3	0	Northern Ireland	736848	1
Andorra	2	4	Cape Verde	736848	1
Spain	1	1	Suisse	736848	1
Honduras	0	1	El Salvador	736848	1
Zimbabwe	3	1	Botswana	736848	1
South Africa	3	4	Madagascar	736848	1
Barbados	0	0	Belize	736849	1
Moldova	0	0	Armenia	736849	1
Serbia	0	1	Chile	736849	1
Italy	1	1	Netherlands	736849	1
Morocco	2	1	Slovakia	736849	1
Romania	2	0	Finland	736850	1
Swaziland	0	2	Botswana	736850	1
Kazakhstan	3	0	Azerbaijan	736850	1
Namibia	1	4	South Africa	736850	1
Lithania	1	1	Latvia	736850	1
Russia	1	1	Turkey	736850	1
Luxembourg	1	0	Georgia	736850	1
Czech Republic	1	0	Nigeria	736851	1
Lesotho	1	3	Zimbabwe	736851	1
Belgium	3	0	Egypt	736851	1
Norway	1	0	Panama	736851	1
Belarus	1	1	Hungary	736851	1
Zambia	1	0	Madagascar	736851	1
England	2	0	Costa Rica	736852	1
Iceland	2	2	Ghana	736852	1
South Korea	0	0	Bolivia	736852	1
Portugal	3	0	Algeria	736852	1
Belgium	4	1	Costa Rica	736856	1
Senegal	2	0	South Korea	736856	1
Japan	4	2	Paraguay	736857	1
Poland	4	0	Lithania	736857	1
Russia	5	0	Saudi Arabia	736859	8
Morocco	0	1	Iran	736860	8
Egypt	0	1	Uruguay	736860	8
Portugal	3	3	Spain	736860	8
France	2	1	Australia	736861	8
Argentina	1	1	Iceland	736861	8
Peru	0	1	Denmark	736861	8
Croatia	2	0	Nigeria	736861	8
Costa Rica	0	1	Serbia	736862	8
Brazil	1	1	Suisse	736862	8
Germany	0	1	Mexico	736862	8
Sweden	1	0	South Korea	736863	8
Tunisia	1	2	England	736863	8
Belgium	3	0	Panama	736863	8
Poland	1	2	Senegal	736864	8
Colombia	1	2	Japan	736864	8
Russia	3	1	Egypt	736864	8
Iran	0	1	Spain	736865	8
Uruguay	1	0	Saudi Arabia	736865	8
Portugal	1	0	Morocco	736865	8
France	1	0	Peru	736866	8
Denmark	1	1	Australia	736866	8
Argentina	0	3	Croatia	736866	8
Nigeria	2	0	Iceland	736867	8
Brazil	2	0	Costa Rica	736867	8
Serbia	1	2	Suisse	736867	8
South Korea	1	2	Mexico	736868	8
Belgium	5	2	Tunisia	736868	8
Germany	2	1	Sweden	736868	8
England	6	1	Panama	736869	8
Senegal	2	2	Japan	738869	8
Poland	0	3	Colombia	738869	8
